Lipid,Formula,File,Sample,pD,Summed Abundance,Condition,M0,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M26,M27,M28,M29,M30,M31,M32,M33,M34,M35,M36,M37,M38,M39,M40,M41,M42,M43,M44,M45,M46,M47,M48,M49,M50,M51,M52,M53,M54,M55,M56,M57,M58,M59,M60,M61,M62,M63,M64,M65,M66,M67,M68,M69,M70,M71,M72,M73,M74,M75,M76,M77,M78,M79,M80,M81,M82,M83,M84
PE 34:0,C39H78NO8P,DL_75D2O_Glu_1_pos,75D2O_HGlu_1,0.5,1.40E+07,75%-DGlu,0,0,0,0.02362762,0.030343828,0.022955935,0.013839528,0.001278925,0,0.008622257,0,0.000883558,0,0,0,0.00170171,0.009968842,0.0184782,0.040911199,0.067820076,0.102201358,0.129050191,0.144282919,0.145709805,0.138243367,0.118557271,0.092342156,0.062293979,0.037966902,0.025786643,0.012684505,0.035205357,0.092943392,0.145492436,0.221035609,0.318925159,0.436309261,0.564872456,0.699069187,0.796993283,0.943347535,0.99905033,1,0.9613693,0.90338855,0.823915426,0.68717154,0.552048139,0.417302946,0.304934184,0.212674104,0.129774803,0.073265047,0.037168771,0.012275456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000879827,0,0.001192765,0.013345559,0,0.008336395,0,0,0,0,0,0,0
PE 34:0,C39H78NO8P,DL_75D2O_Glu_2_pos,75D2O_HGlu_2,0.5,2.99E+07,75%-DGlu,0,0,0,0.058071431,0.068781163,0.051818528,0.025645093,0.004316387,0.002046206,0,0,0,0,0,0.000897805,0.003509804,0.015102951,0.043043096,0.081009599,0.121235935,0.170864285,0.215774519,0.24882843,0.247676267,0.237863503,0.196762908,0.146161522,0.100306583,0.059832442,0.049324374,0.033335826,0.047860106,0.084593806,0.135434252,0.183694635,0.272768322,0.360512954,0.476433785,0.610924956,0.736307624,0.854606505,0.914783776,1,0.979747864,0.945851613,0.894099942,0.765530211,0.653158885,0.478645603,0.350710428,0.244462952,0.160082034,0.090206776,0.058664477,0.031852421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PE 34:0,C39H78NO8P,DL_75D2O_Glu_3_pos,75D2O_HGlu_3,0.5,2.49E+07,75%-DGlu,0,0,0,0.036171366,0.051538765,0.043188687,0.024233477,0.004572558,0.000476762,0,0,0,0,0,0.000335041,0.00299389,0.015532973,0.032801384,0.062336566,0.095743774,0.139310563,0.173894462,0.194644857,0.196461181,0.198279472,0.15570704,0.11601345,0.080857888,0.047765809,0.033048895,0.013916347,0.028297437,0.076229247,0.12132495,0.19297748,0.296917943,0.402528001,0.517610313,0.635536442,0.773046237,0.894412238,0.984213026,1,0.993740974,0.97089028,0.875570779,0.760555926,0.618400505,0.484370108,0.358445169,0.239818263,0.157359197,0.093455007,0.052106348,0.024046919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000659161,0,0.008680741,0.002083821,0,0,0,0,0,0,0
PE 34:0,C39H78NO8P,DL_D2O_DGlycerol_1_pos,D2O_DGly_1,0.99,1.27E+07,100%-DGly,0,0,0,0,0,0.003950859,0.011186691,0.026721323,0.029400453,0.050830449,0.066643844,0.083152329,0.097354014,0.11171717,0.123898459,0.128410699,0.127219128,0.102539465,0.090065577,0.067693578,0.042842637,0.02979862,0.015938021,0.007274195,0.002207032,0.000244915,0,0,0,0,0.000450075,0,0,0,0,0,0.000486997,0.000459035,0.006033346,0.039403155,0.143037155,0.059528485,0.015805789,0.006824077,0.01515024,0.007920622,0.003699365,0.00063226,0.000227168,0,0,0.000206332,0,0,0.000581849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119508579,0.17182757,0.554409978,1,0.382375434,0.082617383,0.004049704,0,0,0,0,0,0
PE 34:0,C39H78NO8P,DL_D2O_DGlycerol_2_pos,D2O_DGly_2,0.99,2.51E+07,100%-DGly,0,0,0,0,0,0,0.001575997,0.001121172,0.001465062,0.006328152,0.005942339,0.006992077,0.007961612,0.010264097,0.01226348,0.014362845,0.013624834,0.012676182,0.010354352,0.008782138,0.005463644,0.003784052,0.002048465,0.00077396,0.000481749,0.000112481,0,7.61E-05,0,0,0,0,0,0,0,0,0.000225485,0.000334219,0.005463819,0.035781847,0.132241716,0.058269929,0.014345362,0.004462497,0.013227244,0.005194462,0.001527612,0.000215136,0,0,7.95E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069224106,0.149212288,0.523444066,1,0.389634689,0.091874643,0.008258925,0,0,0,0,0,0
PE 34:0,C39H78NO8P,DL_D2O_DGlycerol_3_pos,D2O_DGly_3,0.99,4.53E+07,100%-DGly,0,0,0,0,0,8.00E-05,0.000186805,0.000494598,0.000934423,0.004201077,0.002757553,0.001995812,0.002458642,0.003637601,0.003560765,0.004660719,0.004106809,0.003777592,0.002831268,0.002106386,0.001362213,0.000757573,0.000207441,0,4.95E-05,0,0,0,0,0,0,0,0,0,0,0,8.18E-05,0.000178319,0.004485753,0.030047113,0.10198388,0.041844957,0.010540939,0.00307119,0.009583153,0.00431398,0.000501458,0.000146867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.080998119,0.179172285,0.570521487,1,0.384026234,0.091273874,0.007233547,0,0,0,0,0,0
PE 35:2,C40H76NO8P,DL_H2O_DGlu_1_pos,H2O_DGlu_1,0.2,1.35E+08,0%-DGlu,0,0,0,0,0,0,0,0,0.023863169,0.069055463,0.140680125,0.247782965,0.384847946,0.556906529,0.709227135,0.870711855,0.975594342,1,0.944112755,0.845085289,0.706694585,0.548003768,0.397932729,0.275667105,0.181432378,0.103240591,0.052681953,0.026260638,0.008228602,0,0,0,0.001100694,0.000637141,0.001604046,0.003370437,0.005718231,0.008132177,0.014999268,0.018063412,0.022124139,0.027211609,0.027829467,0.02758308,0.030123337,0.024513493,0.020803499,0.016379083,0.011004361,0.007662374,0.003873057,0.001942022,0.000328189,0,0.000327423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021244614,0.071573335,0.023050501,0.003422907,0.00037308,0,0,0,0,0,0,0,0,0,0
PE 35:2,C40H76NO8P,DL_H2O_DGlu_2_pos,H2O_DGlu_2,0.2,1.30E+08,0%-DGlu,0,0,0,0,0,0,0,0,0.024247185,0.067340088,0.129150999,0.233176887,0.380816182,0.529053038,0.702922278,0.855773156,0.960628254,1,0.958697579,0.866888707,0.733732028,0.5729103,0.429997255,0.293755164,0.187914842,0.121154588,0.058925285,0.026553124,0.010955508,0,0,0,0.000365115,0.000394505,0.001100608,0.001223495,0.001882159,0.002412099,0.004759684,0.005803355,0.008690694,0.008974052,0.00983596,0.0098972,0.008819946,0.008126431,0.006638856,0.004672473,0.003935646,0.002126546,0.000899276,0.000339363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013416869,0.048028952,0.015046196,0.006719214,0.000581009,0,0.000399603,0,0,0,0,0,0,0,0
PE 35:2,C40H76NO8P,DL_H2O_DGlu_3_pos,H2O_DGlu_3,0.2,1.19E+08,0%-DGlu,0,0,0,0,0,0,0,0,0.027776148,0.076302176,0.147001834,0.267041932,0.395691775,0.564983969,0.740182602,0.868633577,0.979356789,1,0.946124232,0.843896101,0.706931902,0.536813778,0.395047469,0.275185886,0.182861391,0.102700862,0.051593434,0.0220582,0.008816301,0,0,0,0,0.000248313,0.000315283,0.000463064,0.001605957,0.002054677,0.003215196,0.004721397,0.005668453,0.006822724,0.008470375,0.008119812,0.006791449,0.006275741,0.006069116,0.004533966,0.002646338,0.00214671,0.000480765,0.000255218,0,0.000296991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014903762,0.057816273,0.015952135,0.003568834,0.000298659,0,0,0,0,0,0,0,0,0,0
PE 35:2,C40H76NO8P,DL_H2O_DGlycerol_1_pos,H2O_DGly_1,0.2,4.04E+07,0%-DGly,0,0,0,0,0,0,0,0,0.003366418,0.042780962,0.083507576,0.203141077,0.337484744,0.506677966,0.693376643,0.845422567,0.989435415,1,0.93453536,0.809553218,0.648835209,0.492185622,0.326001659,0.192135049,0.104125081,0.040148679,0.010362351,0.003561248,0.00064034,0,0,0,0.000675397,0.001075363,0.002414302,0.002149682,0.000530535,0.003388084,0.003077831,0.005218009,0.00756395,0.011098939,0.008912909,0.008840861,0.008722377,0.005025548,0.004832601,0.00233952,0.001373798,0.000401494,0,0,0.000380582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016441702,0.096378814,0.019591906,0.000324258,0,0,0,0,0,0,0,0,0,0,0
PE 35:2,C40H76NO8P,DL_H2O_DGlycerol_2_pos,H2O_DGly_2,0.2,3.46E+07,0%-DGly,0,0,0,0,0,0,0,0,0.002670723,0.038384966,0.089591161,0.192274345,0.318923425,0.492562254,0.665962565,0.809464223,0.94742593,1,0.97669736,0.837965178,0.72147197,0.521965899,0.339910683,0.213978986,0.103816297,0.046308621,0.021393304,0.004048762,0.000327566,0,0,0,0,0,0,0,0,0.0004671,0.002313326,0.001900738,0.006073407,0.00396462,0.006189844,0.003686116,0.004253773,0.005101722,0.002973818,0.00051756,0,0,0,0,0.002792287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01063769,0.082251028,0.011962297,0.001402272,0,0,0,0,0,0,0,0,0,0,0
PE 35:2,C40H76NO8P,DL_H2O_DGlycerol_3_pos,H2O_DGly_3,0.2,3.64E+07,0%-DGly,0,0,0,0,0,0,0,0,0.008672641,0.032451194,0.096593173,0.184504298,0.319167922,0.489746096,0.652483998,0.791150358,0.940323056,1,0.922033048,0.82380089,0.665524673,0.500134912,0.345501421,0.214680631,0.107110046,0.043919621,0.017266289,0.006636744,0.003584674,0,0,0,0.000531902,0.000912921,0.002950388,0.002768333,0.002061112,0.001532966,0.002917754,0.001918572,0.000977662,0.003228353,0.002579216,0.004004446,0.002341883,0.000977839,0.000894224,0,0.000837393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011051981,0.053095217,0.005594347,0.003207642,0,0,0,0,0,0,0,0,0,0,0
PE 35:2,C40H76NO8P,DL_75D2O_Glu_1_pos,75D2O_HGlu_1,0.5,1.84E+08,75%-DGlu,0,0,0,0,0,0,0,0,0.000326227,0,0,0,0,0,0,0,0,0,0.000336215,0,0,0,0,0,0,0,0,0.000603351,0.001485879,0,0.010893551,0.022298507,0.050676968,0.092964089,0.159504273,0.253204183,0.349416407,0.477039981,0.62271841,0.769580778,0.883553105,0.987407836,1,0.997435062,0.93046259,0.81557054,0.672958001,0.521835249,0.390452244,0.26318657,0.173808909,0.099028813,0.051553339,0.026861353,0.01207455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PE 35:2,C40H76NO8P,DL_75D2O_Glu_2_pos,75D2O_HGlu_2,0.5,3.01E+08,75%-DGlu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00484093,0.018560789,0.050594159,0.089412039,0.154551661,0.239553738,0.349251447,0.480438484,0.612412081,0.766503235,0.882724587,0.972131245,1,0.994193708,0.922948383,0.820724369,0.67383509,0.516665358,0.382799767,0.266356932,0.169137023,0.104572047,0.054755328,0.019704917,0.006324738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PE 35:2,C40H76NO8P,DL_75D2O_Glu_3_pos,75D2O_HGlu_3,0.5,1.68E+08,75%-DGlu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001024453,0,0.008735101,0.023877915,0.056115146,0.092523776,0.156591132,0.23947719,0.349355495,0.485530669,0.618677645,0.763325898,0.88276794,0.977131911,1,0.987350544,0.930024689,0.813458756,0.671729959,0.536623328,0.399584473,0.27943011,0.177472277,0.11047856,0.053834189,0.023148527,0.010319765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PE 35:2,C40H76NO8P,DL_D2O_DGlycerol_1_pos,D2O_DGly_1,0.99,1.51E+08,100%-DGly,0,0,0,0,0,0,0,0,0,0,0,0,6.75E-05,0.000406317,0.000493719,0.000708459,0.001016354,0.001078242,0.001057387,0.000823195,0.001188034,0.000372786,0.000375858,0.000150298,0.000120531,3.57E-05,0,0,0,0,0,0,4.19E-05,5.31E-05,2.99E-05,0.0002452,0.001068283,0,0,5.60E-05,0.000131947,0,0.000132574,0,0.00012686,0.006680172,8.65E-05,0,0,9.28E-05,0,0,1.58E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038872652,0.169386482,0.530682085,1,0.398969216,0.097936944,0.006837918,0,0,0,0,0,0,0,0
PE 35:2,C40H76NO8P,DL_D2O_DGlycerol_2_pos,D2O_DGly_2,0.99,1.70E+08,100%-DGly,0,0,0,0,0,0,0,0,6.84E-05,0,4.19E-05,0,0,0,6.40E-05,0,0,8.52E-05,2.81E-05,8.19E-05,0,0,0,6.23E-05,0,0,0,0,0,0,0,0,0,5.43E-05,0,9.61E-05,9.64E-05,0,0,0,0,0,0,0,0.000173942,0.009774244,0.00026046,0,0,0,0.002302023,0.000383687,0.000232366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03143933,0.143265277,0.484250356,1,0.406312095,0.099603326,0.004640633,0,0,0,0,0,0,0,0
PE 35:2,C40H76NO8P,DL_D2O_DGlycerol_3_pos,D2O_DGly_3,0.99,1.58E+08,100%-DGly,0,0,0,0,0,0,0,0,0.000127144,0,0,0,0,0,3.12E-05,0,8.14E-05,0,5.33E-05,0,0,0,0,0,0,0,0,0,0,0,3.48E-05,0,0,0,0,6.15E-05,0.000194888,0,5.36E-05,0,2.74E-05,1.75E-05,0,0,0.000208689,0.009953028,0,0,0,0,0.000122547,0.0002425,0.000173744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034828825,0.163147246,0.529142605,1,0.39918797,0.098759145,0.006869879,0,0,0,0,0,0,0,0
PE 37:2,C42H80NO8P,DL_H2O_DGlu_1_pos,H2O_DGlu_1,0.2,1.39E+08,0%-DGlu,0,0,0,0,0,0,0.002062841,0.007092885,0.022421555,0.050200139,0.102268886,0.188102936,0.310970631,0.457743951,0.62391823,0.784815858,0.901726558,0.978755485,1,0.921889673,0.805457639,0.666364045,0.506042973,0.367929428,0.259235205,0.161966343,0.097833631,0.052055532,0.027379685,0.011787136,0.00344626,0.001018958,0.000137285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PE 37:2,C42H80NO8P,DL_H2O_DGlu_2_pos,H2O_DGlu_2,0.2,1.57E+08,0%-DGlu,0,0,0,0,0,0,0.001197671,0.00586579,0.01734234,0.044075351,0.09885443,0.179700315,0.286879442,0.439564432,0.601863457,0.766235592,0.891178436,0.975662849,1,0.940781519,0.821961884,0.690293492,0.533831427,0.393673445,0.27171972,0.177833825,0.107892435,0.061460687,0.028939127,0.012233348,0.004764873,0.001017558,0.000293165,0,9.40E-05,9.00E-05,0.000296294,0.001424688,0.002428428,0.004097594,0.005658764,0.008248258,0.010460708,0.01335997,0.014517433,0.013487587,0.01369641,0.012497719,0.010273751,0.007962126,0.005961552,0.003670277,0.002478039,0.001558838,0.000118727,0.000233085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PE 37:2,C42H80NO8P,DL_H2O_DGlu_3_pos,H2O_DGlu_3,0.2,1.31E+08,0%-DGlu,0,0,0,0,0,0,0.001370728,0.005233158,0.020641957,0.049100872,0.098266743,0.185922003,0.299759532,0.458612522,0.615851806,0.77799417,0.905897347,0.987631273,1,0.948602762,0.827537005,0.694569031,0.541854578,0.399114447,0.278326979,0.180043907,0.11402354,0.059022774,0.031540978,0.013872178,0.004529402,0.001310706,0.000457142,0.000295993,0.000183939,0,0.000398115,0.001525983,0.002108607,0.003249806,0.005244479,0.007404651,0.008827354,0.010599578,0.011745814,0.013329886,0.011366002,0.011427942,0.010079076,0.007859446,0.005688376,0.003277271,0.001911474,0.000935332,0.000160946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PE 37:2,C42H80NO8P,DL_H2O_DGlycerol_1_pos,H2O_DGly_1,0.2,3.77E+07,0%-DGly,0,0,0,0,0,0,0.001847927,0.003635066,0.006404654,0.019949079,0.055056025,0.098327373,0.173139599,0.3037217,0.441272042,0.610913593,0.767571802,0.922131024,1,0.999328317,0.942388913,0.780892126,0.623129885,0.443283129,0.297465238,0.183219328,0.097827682,0.045559796,0.014802025,0.006666151,0.001038339,0,0.001212226,0.002638705,0.005038579,0.002243768,0.001954489,0.003691143,0.008494725,0.011316065,0.011608819,0.019128593,0.017690141,0.017496598,0.019462962,0.017499711,0.018560947,0.012570765,0.012413656,0.009499011,0.006881812,0.001762561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000787106,0,0,0,0,0,0
PE 37:2,C42H80NO8P,DL_H2O_DGlycerol_2_pos,H2O_DGly_2,0.2,3.18E+07,0%-DGly,0,0,0,0,0,0,0.001702984,0.001724106,0.010542032,0.025387711,0.052300527,0.102507948,0.168625619,0.276237091,0.414081856,0.586191733,0.731714773,0.875195762,0.993773466,1,0.954512656,0.814564745,0.66440066,0.494614048,0.331107692,0.204673067,0.113331773,0.053887371,0.024433845,0.008966418,0.00040259,0.001115887,0.000849875,0.000371814,0.002936778,0.002716998,0.011690246,0.006834565,0.008120219,0.014412745,0.01132077,0.01297585,0.012525023,0.010948403,0.013981692,0.012899184,0.012718727,0.009825831,0.008177165,0.005663301,0.00314131,0.002003239,0.001712354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001818963,0,0,0,0,0
PE 37:2,C42H80NO8P,DL_H2O_DGlycerol_3_pos,H2O_DGly_3,0.2,3.45E+07,0%-DGly,0,0,0,0,0,0,0.00126168,0.001069067,0.005865542,0.016788302,0.041204011,0.091860974,0.159690282,0.274384896,0.406667704,0.570744485,0.732333843,0.872253092,0.975300084,1,0.910314576,0.775091289,0.637156672,0.461418645,0.309261153,0.176101677,0.100194516,0.048567853,0.021899476,0.006315226,0.0021753,0.000774046,0.000847184,0,0.000941921,0.006213861,0.004850299,0.010331798,0.007973441,0.01380089,0.006969202,0.010005067,0.005283654,0.008437463,0.006875023,0.005836828,0.007423635,0.004433118,0.004095813,0.002867389,0.000861042,0,0.000419098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PE 37:2,C42H80NO8P,DL_75D2O_Glu_1_pos,75D2O_HGlu_1,0.5,1.43E+08,75%-DGlu,0,0,0,0,0,0,0,0,4.12E-05,0,0,0,8.23E-05,0.000138675,5.24E-05,0,0,0.00035302,0.000294176,0.000163046,9.32E-05,0.000218715,0,0,0.000104961,0.000129646,0.000212712,8.06E-05,0.000687678,0.000545254,0.001227545,0.005463511,0.012267744,0.026241705,0.056125081,0.08928984,0.146068691,0.221383447,0.317024139,0.436929896,0.573801457,0.707533261,0.815150786,0.92699562,0.989712169,1,0.972274288,0.891230643,0.771114149,0.637300591,0.490631101,0.362538691,0.255746624,0.16715412,0.098832493,0.058587689,0.030049106,0.013120648,0.004725455,0.001823828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000301128,0,0,0,0,0,0,0,0,0,0
PE 37:2,C42H80NO8P,DL_75D2O_Glu_2_pos,75D2O_HGlu_2,0.5,2.03E+08,75%-DGlu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016853,0.000179817,0.000265812,0,0.000162614,0,0.00034591,0.002018437,0.000709263,0,0.000131382,0,0.000198278,0.00021444,0.000620891,0.003539562,0.009315021,0.025548301,0.048545437,0.078515021,0.13237407,0.202066604,0.303777238,0.415938721,0.539637981,0.68691229,0.820120943,0.925087329,0.986600897,1,0.971136623,0.892106702,0.797444693,0.639906744,0.501192339,0.378099528,0.262880051,0.172908294,0.102301779,0.059231961,0.027917032,0.011913294,0.004420827,0.001214685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000116856,0,0,0,0,0,0,0
PE 37:2,C42H80NO8P,DL_75D2O_Glu_3_pos,75D2O_HGlu_3,0.5,1.21E+08,75%-DGlu,0,0,0,0,0,0,0,0,0,0,0,0.000487928,0,0,0,0.000166712,0.000253029,0,0,0.000133667,0.000236941,0.000183826,6.75E-05,0,0.00014732,0.000502731,0.000286917,7.52E-05,0.000380162,0.000633396,0.002482681,0.005118502,0.013064998,0.02792474,0.055616411,0.092712578,0.151957771,0.231556864,0.321235955,0.437674936,0.576151386,0.709450657,0.8277224,0.941032536,1,0.992511572,0.963357959,0.880808975,0.776925248,0.637882198,0.490843731,0.359809189,0.254620781,0.162662137,0.098929354,0.055898072,0.0293357,0.013489917,0.003794785,0.00118322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000272995,0,0,0,0,0,0,0
PE 37:2,C42H80NO8P,DL_D2O_DGlycerol_1_pos,D2O_DGly_1,0.99,9.00E+07,100%-DGly,0,0,0,0,0,0,0,0.000134395,0.000128162,0.000685528,0.001320048,0.002529438,0.003257835,0.004672726,0.005656377,0.007165435,0.00844803,0.009557775,0.009362106,0.008824334,0.007835675,0.006583773,0.004451772,0.003003382,0.001608275,0.000651738,0.000161271,5.23E-05,0,0,0,0,0,4.42E-05,1.58E-05,0.00021017,0.001852726,0.000398125,0.000133036,0.000620076,0.001099605,0.00062843,0.000679604,0.000434654,0.000779625,0.000619779,0.000444707,0.000334101,0.00025742,0.002479397,6.49E-05,0,0,2.07E-05,2.98E-05,0.000140568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005978817,0.042081183,0.175434681,0.553872295,1,0.40785562,0.102751643,0.000489062,0,0,0,0
PE 37:2,C42H80NO8P,DL_D2O_DGlycerol_2_pos,D2O_DGly_2,0.99,1.15E+08,100%-DGly,0,0,0,0,0,0,0,0,0,0.000273906,0.000302479,0.000615957,0.00088114,0.001435892,0.001745058,0.002450866,0.002743276,0.002906379,0.003020603,0.002720784,0.002153272,0.001544033,0.001099902,0.000706058,0.000182511,0.000107846,0,0.000106027,0,0,0,0,0,0,3.13E-05,0.000521069,0.002453627,0.00024798,4.60E-05,0.000516298,0.0011287,0.000261373,0.000116245,0.000421852,0.000334248,0.000232448,0.000185376,0.00014911,0.000186071,0.002884991,0.000321195,0,0,0,0,0.000105699,4.23E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005332197,0.036263246,0.152818999,0.523066769,1,0.412482805,0.104436339,0.003219321,0,0,0,0
PE 37:2,C42H80NO8P,DL_D2O_DGlycerol_3_pos,D2O_DGly_3,0.99,8.20E+07,100%-DGly,0,0,0,0,0,0,0,0,0,0,0.000125548,0.000188509,0.000444974,0.000853176,0.001282812,0.001470165,0.002050745,0.001932814,0.001909912,0.001967376,0.001555237,0.001024739,0.000837509,0.000324732,9.89E-05,5.89E-05,3.46E-05,0,0,0,0,0,0,0,0,0.000384485,0.002850737,0.000134535,0,0.000452093,0.00134944,7.31E-05,0.000119691,0.000186933,0.000199487,0.000173331,9.79E-05,3.82E-05,0,0.003527971,0.000164616,0.000221362,0,0,4.57E-05,0.000297633,2.45E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002630437,0.040490994,0.176945769,0.551989872,1,0.410960011,0.104853171,0.002703348,0,0,0,0
PE 37:1,C42H82NO8P,DL_H2O_DGlu_1_pos,H2O_DGlu_1,0.2,4.78E+07,0%-DGlu,0,0,0,0,0.001035459,0.006474033,0.022448127,0.053021001,0.108249986,0.189246391,0.303773945,0.433850149,0.560996443,0.698385284,0.818646228,0.918046109,0.979297195,1,0.967821434,0.873338361,0.750891588,0.611748847,0.465968871,0.335698233,0.236703626,0.153880258,0.095824508,0.060145383,0.03973439,0.021075537,0.015937995,0.007303008,0.010523949,0.007212383,0.015634162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PE 37:1,C42H82NO8P,DL_H2O_DGlu_2_pos,H2O_DGlu_2,0.2,6.16E+07,0%-DGlu,0,0,0,0,0.002168607,0.007404544,0.024172781,0.055919059,0.110902367,0.196006176,0.300754007,0.430752645,0.562518526,0.694503091,0.815057134,0.909108527,0.979092667,1,0.964999393,0.878088449,0.756697361,0.609495909,0.459079457,0.333881798,0.228964663,0.149395767,0.089752813,0.051852619,0.028940886,0.013747424,0.00639409,0.00306348,0.005462744,0.002944761,0.006130857,0.004621823,0.004677344,0.00700812,0.010334529,0.015142527,0.019135432,0.026108204,0.032180148,0.03971666,0.044837264,0.047753424,0.048741858,0.046193332,0.038163248,0.036431695,0.031158355,0.022525884,0.015880181,0.011079873,0.004996927,0.003486638,0.001033586,0.000169654,0.000188874,0,0.00011191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000144137,0,0,0,0,0,0
PE 37:1,C42H82NO8P,DL_H2O_DGlu_3_pos,H2O_DGlu_3,0.2,5.26E+07,0%-DGlu,0,0,0,0,0.002066624,0.008777732,0.025276515,0.05816525,0.114345993,0.193527113,0.30362858,0.431761661,0.56606282,0.694104064,0.813636083,0.92207188,0.987249412,1,0.965502722,0.875283147,0.747083897,0.601433666,0.450617632,0.323724455,0.22117871,0.1405653,0.085140604,0.047713242,0.026801066,0.01112113,0.005070883,0.001721837,0.003683126,0.00140395,0.003512606,0.002291681,0.002079333,0.003311878,0.005318147,0.006975265,0.010814735,0.013758727,0.018894789,0.02385779,0.025478107,0.027708282,0.02870801,0.027493683,0.023576547,0.02124766,0.016641765,0.011521111,0.008567038,0.004349099,0.002648785,0.001795835,0.000146265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000235091,0,0,0,0.000118495,0,0
PE 37:1,C42H82NO8P,DL_H2O_DGlycerol_1_pos,H2O_DGly_1,0.2,1.23E+08,0%-DGly,0,0,0,0,0,0,0.003431455,0.01501504,0.04391971,0.099272215,0.193970683,0.320962668,0.457710515,0.59676697,0.737046448,0.857282689,0.947456931,1,0.99741839,0.922696936,0.787841101,0.621118016,0.455131079,0.305599297,0.188969031,0.111018763,0.060393743,0.032400531,0.015746878,0.009052112,0.006164701,0.005114203,0.007265083,0.006737619,0.007816636,0.007016612,0.00578956,0.004362453,0.003586079,0.002378923,0.00133088,0.002074361,0.001936533,0.002672859,0.002632046,0.00316291,0.003395021,0.003018591,0.003020214,0.001992175,0.001672117,0.001074798,0.000460862,0.000138314,6.03E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000221025,0,0
