Lipid,Formula,File,Sample,pD,Summed Abundance,Condition,M0,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M26,M27,M28,M29,M30,M31,M32,M33,M34,M35,M36,M37,M38,M39,M40,M41,M42,M43,M44,M45,M46,M47,M48,M49,M50,M51,M52,M53,M54,M55,M56,M57,M58,M59,M60,M61,M62,M63,M64,M65,M66,M67,M68,M69,M70,M71,M72,M73,M74,M75,M76,M77,M78,M79,M80,M81,M82,M83,M84
PE 32:1,C37H72NO8P,DL_H2O_DGlu_2_pos,H2O_DGlu_2,0.2,2.87E+08,0%-DGlu,0.085493819,0.233847333,0.469480953,0.672172951,0.806752177,0.842923785,0.803356071,0.751074234,0.735381389,0.745759504,0.825094136,0.905136735,0.957167067,1,0.994277669,0.945024273,0.859483273,0.733688308,0.59248705,0.45095355,0.322524064,0.216155249,0.134551342,0.079844617,0.045866448,0.019529249,0.004721319,0.000986895,0.000177931,0,0,0.000193282,0.000447253,0.001463512,0.004056888,0.006667215,0.009533119,0.012713752,0.015211311,0.017231659,0.016620301,0.014675182,0.015270662,0.011006878,0.00870925,0.006221139,0.003854277,0.001966035,0.001116572,0.000410919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000469714,0.004446763,0.014680196,0.004686151,0.00028792,0,0,0,0,0,0,0,0,0,0,0,0,0
PE 32:1,C37H72NO8P,DL_H2O_DGlu_3_pos,H2O_DGlu_3,0.2,2.34E+08,0%-DGlu,0.077644933,0.205034593,0.417204929,0.60443018,0.732226809,0.786298479,0.763821916,0.733225801,0.735976485,0.771135454,0.853671299,0.920648213,0.964766096,1,0.973585223,0.913607974,0.815891101,0.700504973,0.551833225,0.422488785,0.297560628,0.200685493,0.124265551,0.073966474,0.039905711,0.017336427,0.004841408,0.000740471,0.000149616,0,0.000153938,0,0.000555523,0.001249995,0.00259443,0.004420146,0.007009212,0.009104913,0.011304986,0.012578379,0.012955741,0.0126538,0.011365492,0.009023153,0.0071326,0.004766394,0.003282205,0.0019692,0.000819131,0.000379104,0.000152206,7.10E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00022467,0.004685103,0.013875608,0.005228112,0.00057981,0,0,0,0,0,0,0,0,0,0,0,0,0
PE 32:1,C37H72NO8P,DL_H2O_DGlycerol_1_pos,H2O_DGly_1,0.2,3.14E+08,0%-DGly,0.001490461,0.000655164,0.006005779,0.003586741,0.002919481,0.010231557,0.034604597,0.094271536,0.203851396,0.363267954,0.557835164,0.75706858,0.915179614,1,0.987248467,0.894065026,0.736156519,0.55763341,0.390045144,0.250909104,0.148485111,0.080989691,0.042929199,0.019427939,0.006878264,0.001038331,0.000155053,0,3.84E-05,0,2.81E-05,0,7.21E-05,0,4.47E-05,0.000300655,0.000418559,0.000625974,0.00148987,0.001604949,0.001527416,0.001519065,0.00132709,0.000874182,0.000910641,0.000674394,0.00020029,6.47E-05,0,0,7.83E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.55E-05,0,0,0.001140169,0.003988866,0.000902078,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PE 32:1,C37H72NO8P,DL_H2O_DGlycerol_2_pos,H2O_DGly_2,0.2,2.16E+08,0%-DGly,0.001259037,9.20E-05,0.00514512,0.001882369,0.000885415,0.007571266,0.032271474,0.090327373,0.187225696,0.332125846,0.516453125,0.713140317,0.875006237,0.977172883,1,0.944091643,0.799316794,0.626206039,0.449913273,0.298685879,0.180300681,0.102013015,0.052931267,0.023578996,0.008967325,0.00222051,0,0,0,0,0,0,7.42E-05,0.000115254,0,0,0.000272074,0.000717366,0.00042652,0.000896092,0.001094435,0.001125212,0.001048296,0.000522943,0.000496885,0.000408316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.71E-05,0,0,0.001137058,0.005220512,0.001191919,0.000123036,0,0,0,0,0,0,0,0,0,0,0,0,0
PE 32:1,C37H72NO8P,DL_H2O_DGlycerol_3_pos,H2O_DGly_3,0.2,2.92E+08,0%-DGly,0.000652143,0.000152857,0.005052329,0.001681472,0.001214161,0.007308085,0.031559135,0.08770962,0.193130612,0.344310557,0.528741904,0.735512793,0.897587102,0.999763577,1,0.924002059,0.771670042,0.593163684,0.425679011,0.274610431,0.165948847,0.092665519,0.048051372,0.019587585,0.008239867,0.001679982,7.95E-05,0,0,0,0,0,0,0.000129713,4.10E-05,0,0,0.000477296,0.000292402,0.000446712,0.000647246,0.000887725,0.000643289,0.000232582,0.000153033,0.000109895,3.92E-05,0.000168153,0,0,0,0,3.70E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000812002,0.003280313,0.000937543,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PE 32:1,C37H72NO8P,DL_75D2O_Glu_1_pos,75D2O_HGlu_1,0.5,4.82E+08,75%-DGlu,0.045923737,0.018287762,0.00458549,0.000834378,0,0,0,0,0,0,2.97E-05,3.61E-05,3.04E-05,0.000421196,0.001569049,0.003857889,0.007998451,0.013172914,0.019560433,0.026485418,0.030646754,0.033587667,0.03224143,0.027418714,0.022393601,0.01668232,0.013864627,0.015374986,0.023762354,0.041916258,0.073478733,0.124408569,0.192251151,0.292007628,0.413937597,0.550252842,0.686204741,0.830584639,0.934180779,0.993143662,1,0.941723667,0.848363751,0.704443986,0.559598748,0.416265052,0.292104461,0.194941572,0.121539068,0.068114268,0.038923552,0.018297491,0.009073116,0.003143158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002167635,0.008445533,0.002429924,0.000143635,0,0,0,0,0,0,0,0,0,0,0,0,0
PE 32:1,C37H72NO8P,DL_75D2O_Glu_2_pos,75D2O_HGlu_2,0.5,7.83E+08,75%-DGlu,0.009600691,0.003306656,0.002240572,0.000675716,6.89E-05,0,0,7.70E-05,0,0,0.003468601,0.001226545,6.36E-05,0.000127305,0.001210116,0.003661364,0.007590604,0.012649584,0.019194473,0.025833452,0.03021833,0.033070015,0.031266738,0.028319282,0.021480658,0.016624338,0.013749036,0.014901825,0.023475344,0.041624229,0.072832594,0.121132175,0.194080525,0.292594404,0.413055971,0.552397307,0.696072025,0.828879528,0.934594124,0.996952963,1,0.936379272,0.838652611,0.698176382,0.552498275,0.407917496,0.289257734,0.187008172,0.115904066,0.067355111,0.03543153,0.017122724,0.006827873,0.001080305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000830308,0.003080422,0.000699891,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PE 32:1,C37H72NO8P,DL_75D2O_Glu_3_pos,75D2O_HGlu_3,0.5,4.60E+08,75%-DGlu,0.009433559,0.003313599,0.002537718,0.000417147,0,0,1.57E-05,0,0,0,0,0,6.70E-05,0.000366972,0.001843018,0.004317885,0.008380612,0.01351197,0.019888439,0.027432497,0.03113161,0.033672222,0.032892138,0.028082372,0.022218778,0.01740194,0.014214737,0.016051609,0.023938977,0.04172805,0.073135635,0.124996857,0.194310789,0.290723204,0.410298375,0.554234724,0.699957243,0.832243594,0.938810446,0.996701884,1,0.944234174,0.840958294,0.709653205,0.555991069,0.417815198,0.288819867,0.191801358,0.118836905,0.067848765,0.036801502,0.018137224,0.00761784,0.001765658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000802929,0.004627666,0.001210224,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PE 32:1,C37H72NO8P,DL_D2O_DGlycerol_1_pos,D2O_DGly_1,0.99,5.62E+08,100%-DGly,0.000322783,0.000118599,0.000601418,0.000296712,6.28E-05,7.75E-05,0.000198322,0.000280922,0.00072306,0.001213491,0.001939989,0.002603485,0.003298246,0.003667698,0.003608002,0.003304277,0.002838556,0.002198884,0.0015236,0.000959928,0.000489007,0.000213234,7.57E-05,8.39E-06,1.03E-05,0,0,0,0,0,0,0,1.88E-05,0.000455494,0.001321906,0.000725861,0.001719882,0.010389152,0.035732008,0.014896867,0.00442004,0.001159885,0.001433451,0.000638064,3.62E-05,0,0,0,0,0,0,1.84E-05,5.87E-05,2.50E-05,0,0,0,0,0,0,0,0,0,0,0.001236402,0.006468333,0.032649277,0.150421443,0.517044403,1,0.370332375,0.088496221,0,0,0,0,0,0,0,0,0,0,0,0,0
PE 32:1,C37H72NO8P,DL_D2O_DGlycerol_2_pos,D2O_DGly_2,0.99,5.85E+08,100%-DGly,0.000228281,3.87E-05,0.000653323,0.000276977,7.95E-06,0,0,2.58E-05,0.00010216,0.000277862,0.000476368,0.00059964,0.000852764,0.00091391,0.000873403,0.000766477,0.000660832,0.000447502,0.000375211,0.000160795,3.02E-05,0,0,0,0,0,0,0,0,0,0,0.000361596,2.52E-05,0.000296483,0.001467373,0.000651214,0.001397199,0.009188492,0.033787606,0.01349229,0.00448385,0.00128094,0.001362727,0.000390624,2.89E-05,0,0,6.77E-06,7.94E-06,0,1.13E-05,0,3.83E-05,0,0,0,0,0,0,0,0,0,0,0,0.00048511,0.003812697,0.022685669,0.120413356,0.466121831,1,0.377647253,0.089957543,0,0,0,0,0,0,0,0,0,0,0,0,0
PE 32:1,C37H72NO8P,DL_D2O_DGlycerol_3_pos,D2O_DGly_3,0.99,5.76E+08,100%-DGly,0.000147252,1.52E-05,0.000500521,0.00020646,1.66E-05,0,8.38E-06,8.52E-06,3.94E-05,7.34E-05,0.000158081,0.0002682,0.000327306,0.000360566,0.00030502,0.000260396,0.000269222,7.94E-05,0.00011094,2.42E-05,1.89E-05,0,0,7.28E-06,0,0,0,7.06E-06,0,0,0,6.40E-05,0,9.65E-05,0.001007767,0.000403101,0.001134952,0.007329621,0.025666969,0.010586124,0.00307363,0.000788649,0.001014149,0.000252841,0,0,0,0,0,2.63E-05,9.78E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000720564,0.005588879,0.031519268,0.151333479,0.52362136,1,0.367929828,0.087406182,0,0,0,0,0,0,0,0,0,0,0,0,0
PE 33:1,C38H74NO8P,DL_H2O_DGlu_1_pos,H2O_DGlu_1,0.2,1.18E+09,0%-DGlu,0.000976597,0.000874705,0.002065461,0.005000711,0.005085894,0.016177812,0.027425808,0.048293172,0.083703066,0.14238708,0.233439086,0.354625255,0.503920123,0.663574457,0.820870423,0.932542523,1,0.98707569,0.905669849,0.774548877,0.607434672,0.450306916,0.311595013,0.204792317,0.123581469,0.071538229,0.037781866,0.018587076,0.007824452,0.00305648,0.002054584,0.002685063,0.005908196,0.010026616,0.016554687,0.026773636,0.037714326,0.050126949,0.063636913,0.075391536,0.086035924,0.090501511,0.089171838,0.083699944,0.074946155,0.061757935,0.048104911,0.035125162,0.023511196,0.015100495,0.008540424,0.005054906,0.002342336,0.001038147,0.000486652,9.28E-05,1.18E-05,0,0,0,0,0,0,0,0,0,1.03E-05,0,3.22E-05,0.000670427,0.003357039,0.007434487,0.002893177,0.000418296,0,0,0,0,0,0,0,0,0,0,0
PE 33:1,C38H74NO8P,DL_H2O_DGlu_2_pos,H2O_DGlu_2,0.2,1.10E+09,0%-DGlu,0.000745522,0.001614476,0.004910633,0.0113774,0.010273274,0.025940876,0.035842155,0.055679357,0.088249151,0.146562607,0.232920736,0.347532573,0.492592678,0.649242917,0.80659283,0.93094834,1,0.994826812,0.91912334,0.792429517,0.629139561,0.469363925,0.327209907,0.213464573,0.133088203,0.07834641,0.041877076,0.020643693,0.00855157,0.002688752,0.001121012,0.000905492,0.001416906,0.002936766,0.005749909,0.008934946,0.013749491,0.017982666,0.024045581,0.027829283,0.032077623,0.033930957,0.034406435,0.032022414,0.02819379,0.024130876,0.018136049,0.013117343,0.009304452,0.005978403,0.003214504,0.001745991,0.000913482,0.000280172,9.06E-05,1.24E-05,0,0,0,0,0,0,0,0,0,0,0,0,0.000182705,0.001821584,0.007821677,0.015467423,0.005826158,0.001216667,0,0,0,0,0,0,0,0,0,0,0
PE 33:1,C38H74NO8P,DL_H2O_DGlu_3_pos,H2O_DGlu_3,0.2,1.02E+09,0%-DGlu,0.000852048,0.001543333,0.004926207,0.009343085,0.009368135,0.022539847,0.034151262,0.054599639,0.090632607,0.150729332,0.238983897,0.360878654,0.504612183,0.666133603,0.821077291,0.932331334,1,0.982200987,0.899923772,0.766371469,0.602525524,0.447372778,0.310608996,0.203270939,0.125374532,0.072298278,0.038545419,0.017789306,0.006913424,0.002947307,0.000865821,0.000842335,0.001038903,0.002096086,0.003771944,0.006362045,0.009996949,0.013256847,0.017297709,0.020976202,0.023591268,0.025059106,0.025523228,0.024403199,0.021274752,0.017132183,0.013278351,0.010062234,0.006715823,0.00408555,0.002412662,0.001429224,0.000605658,0.000242636,3.88E-05,1.47E-05,0,0,0,0,0,0,0,0,0,0,1.56E-05,0,4.11E-05,0.000834543,0.003636966,0.007726533,0.002890136,0.000397786,0,0,0,0,0,0,0,0,0,0,0
PE 33:1,C38H74NO8P,DL_H2O_DGlycerol_1_pos,H2O_DGly_1,0.2,1.25E+09,0%-DGly,0.000187205,0,0,0,0.000722295,3.22E-05,0.002141078,0.009164105,0.028946211,0.06898539,0.140574886,0.255378749,0.412430456,0.597772923,0.785039803,0.9244273,1,0.984685517,0.881637121,0.714784892,0.528383523,0.358418353,0.223278568,0.129155716,0.068310293,0.033208895,0.015588002,0.00605363,0.001866908,0.000422777,0.000134644,6.76E-05,0.000244335,0.000810406,0.001438142,0.002389267,0.003606096,0.005184132,0.006511106,0.007717924,0.008923848,0.00909913,0.009143881,0.008765914,0.007767221,0.006159188,0.004648221,0.003457853,0.002123466,0.001343173,0.000739153,0.00030544,9.51E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.04E-05,0.000904698,0.002087514,0.00068904,0,0,0,0,0,0,0,0,0,0,0,0
PE 33:1,C38H74NO8P,DL_H2O_DGlycerol_2_pos,H2O_DGly_2,0.2,1.22E+09,0%-DGly,0.000107509,0,0,0,0.000418964,0,0.001565514,0.009160777,0.027327388,0.066468603,0.137750717,0.248164653,0.395156464,0.57955504,0.758937226,0.918082678,0.999639507,1,0.907106406,0.750219308,0.565605934,0.394506359,0.250842133,0.146732717,0.079683931,0.039559969,0.018095883,0.00734362,0.002742227,0.000563259,0.000157953,0.000108657,0.00021195,0.000476108,0.000845364,0.001528262,0.002304145,0.003665519,0.004432491,0.005415858,0.006293956,0.006588133,0.006401378,0.005945395,0.005443852,0.00417543,0.003286501,0.002282269,0.001553384,0.000813675,0.000444382,0.000236353,5.10E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000622313,0.001716928,0.00037233,0,0,0,0,0,0,0,0,0,0,0,0
PE 33:1,C38H74NO8P,DL_H2O_DGlycerol_3_pos,H2O_DGly_3,0.2,1.24E+09,0%-DGly,8.88E-05,0,0,0,0.000208499,5.94E-05,0.000858176,0.00811673,0.025245133,0.061889287,0.128989795,0.23465022,0.384513881,0.571974398,0.759113309,0.920737421,1,0.999126586,0.902992131,0.74567595,0.560908878,0.382116156,0.240390606,0.140377454,0.074978907,0.037753792,0.016500847,0.007115503,0.002400519,0.000476031,4.71E-05,1.53E-05,5.33E-05,0.000129766,0.000541457,0.000987099,0.001363375,0.00210116,0.002695461,0.00344212,0.003895248,0.004243881,0.003900007,0.003842151,0.003077801,0.002636566,0.001842235,0.001465543,0.00077508,0.000450886,0.000205904,4.37E-05,0,0,0,0,2.04E-05,0,0,0,0,0,0,0,0,0,0,0,0,1.93E-05,0.000548488,0.001332393,0.000298149,0,0,0,0,0,0,0,0,0,0,0,0
PE 33:1,C38H74NO8P,DL_75D2O_Glu_1_pos,75D2O_HGlu_1,0.5,2.07E+09,75%-DGlu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003889154,0.006508453,0.009566959,0.015695105,0.019476188,0.021756078,0.022536036,0.020965943,0.017169085,0.014114346,0.010457279,0.009582068,0.011621778,0.020151816,0.036899385,0.064047128,0.106403492,0.169667978,0.253783785,0.364716988,0.492047757,0.631892102,0.777031301,0.889481435,0.966880289,1,0.9813391,0.89897287,0.784336623,0.63912656,0.497432816,0.359397739,0.246355602,0.159836951,0.096902873,0.054938586,0.029217772,0.014479206,0.00647761,0.00235664,0.000607532,0,0,0,0,0,0,0,0,0,1.56E-05,0,0,4.55E-05,0.000828097,0.002263715,0.000675055,1.94E-05,0,0,0,0,0,0,0,0,0,0,0
PE 33:1,C38H74NO8P,DL_75D2O_Glu_2_pos,75D2O_HGlu_2,0.5,3.25E+09,75%-DGlu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003158232,0.004254974,0.007045274,0.01066879,0.014681406,0.016427167,0.017411561,0.016928572,0.014219743,0.011716836,0.009301063,0.008587998,0.010681733,0.018297248,0.033649059,0.059543556,0.101270957,0.163432288,0.246600553,0.356447136,0.487394819,0.630030614,0.771472495,0.89029252,0.974005988,1,0.982785378,0.903252596,0.786361522,0.638922993,0.492084825,0.355133423,0.24329516,0.156694381,0.094641719,0.053130346,0.027428494,0.013453472,0.005878455,0.001505652,0.000179767,0,0,0,0,0,0,0,0,0,0,0,0,5.03E-05,0.000838384,0.002103236,0.000441118,4.39E-05,0,0,0,0,0,0,0,0,0,0,0
PE 33:1,C38H74NO8P,DL_75D2O_Glu_3_pos,75D2O_HGlu_3,0.5,1.84E+09,75%-DGlu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003316521,0.00607443,0.00917997,0.014619468,0.018911106,0.020628449,0.021678007,0.020365889,0.016631389,0.013334725,0.010520574,0.009741422,0.012196199,0.020419494,0.036020442,0.063802965,0.106286846,0.170967613,0.260546158,0.366998146,0.498970327,0.641169235,0.779739005,0.892209366,0.976569198,1,0.97967834,0.904238641,0.783824318,0.643126478,0.497091937,0.356319585,0.244657837,0.159643726,0.095630543,0.054566472,0.028661939,0.014265138,0.006164948,0.00208756,0.000369636,0,0,0,0,0,0,0,0,0,0,0,0,2.66E-05,0.000457945,0.00173338,0.000482404,2.25E-05,0,0,0,0,0,0,0,0,0,0,0
PE 33:1,C38H74NO8P,DL_D2O_DGlycerol_1_pos,D2O_DGly_1,0.99,1.73E+09,100%-DGly,0.000182949,5.37E-05,0,0,0.000167567,8.41E-06,0,6.68E-05,0.000204961,0.000601268,0.001283176,0.002206572,0.003608905,0.005046006,0.00647151,0.007660699,0.008177579,0.007760518,0.006748345,0.005447172,0.003973166,0.002611578,0.001482804,0.000790951,0.000406794,0.000207668,7.69E-05,2.67E-05,0,4.85E-06,1.37E-05,1.53E-05,3.50E-05,6.43E-05,0.000121802,0.0001366,0.000241665,0.000476822,0.001885202,0.010198477,0.032329382,0.012958402,0.003169385,0.000384831,0.000239937,0.000149722,8.50E-05,4.85E-05,3.39E-05,1.58E-05,0,0,0,0,0,0,9.19E-06,0,0,0,0,0,0,0,0,0,0.000799732,0.005043704,0.027473135,0.135857629,0.49391837,1,0.379673035,0.091934665,0,0,0,0,0,0,0,0,0,0,0
PE 33:1,C38H74NO8P,DL_D2O_DGlycerol_2_pos,D2O_DGly_2,0.99,2.29E+09,100%-DGly,6.17E-05,5.31E-06,0,0,4.08E-05,0,0,0,1.78E-05,9.93E-05,0.000178284,0.000370507,0.000561491,0.000814682,0.001008806,0.001134799,0.001227535,0.001165629,0.000968454,0.000815961,0.000554076,0.000363378,0.000213207,0.00010851,4.20E-05,2.31E-05,3.19E-05,4.65E-06,0,0,6.10E-06,0,0,1.74E-05,5.23E-05,8.06E-05,0.000117411,0.000225497,0.001085652,0.007098757,0.023392666,0.009315706,0.002286383,5.71E-05,6.18E-05,8.56E-05,4.31E-05,1.10E-05,0,0,7.72E-06,2.19E-06,0,0,0,4.25E-06,4.97E-06,0,0,0,0,0,0,0,0,0,0.000503314,0.004007922,0.022484251,0.118576365,0.463742978,1,0.383823381,0.093177029,0,0,0,0,0,0,0,0,0,0,0
PE 33:1,C38H74NO8P,DL_D2O_DGlycerol_3_pos,D2O_DGly_3,0.99,2.06E+09,100%-DGly,2.38E-05,1.55E-05,0,0,6.06E-05,0,0,3.95E-06,0,5.58E-06,6.10E-05,0.000162006,0.000290054,0.000497161,0.000586583,0.000650115,0.000681983,0.000682071,0.00062578,0.000506792,0.000349724,0.000223823,0.000120277,5.84E-05,2.65E-05,1.70E-05,0,0,6.32E-06,0,0,0,0,8.32E-06,1.88E-05,3.41E-05,7.00E-05,0.000197536,0.001192044,0.006936984,0.021848336,0.008483529,0.001965251,3.74E-05,5.78E-05,4.26E-05,1.31E-05,5.96E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000328627,0.004504302,0.028429887,0.145106344,0.515927702,1,0.379277778,0.091750888,0,0,0,0,0,0,0,0,0,0,0
PE 32:0,C37H74NO8P,DL_H2O_DGlu_1_pos,H2O_DGlu_1,0.2,4.04E+07,0%-DGlu,0,0.117929414,0.196585972,0.271729099,0.346258043,0.352777429,0.354688882,0.375170316,0.413069903,0.505601094,0.616272062,0.768664884,0.874747187,0.970814277,1,0.964205407,0.877779998,0.745087913,0.60086854,0.430686002,0.328300256,0.217606703,0.126137018,0.07113746,0.041455984,0.020638731,0.006132879,0.003106003,0,0,0.006269246,0.031602386,0.045487371,0.09699187,0.155590328,0.252775739,0.358740602,0.467754743,0.551818324,0.664557407,0.752922936,0.774663145,0.731773655,0.66726635,0.554705052,0.470568548,0.327213581,0.227048837,0.149499711,0.097463887,0.048829093,0.02830114,0.006594657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001779207,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PE 32:0,C37H74NO8P,DL_H2O_DGlu_2_pos,H2O_DGlu_2,0.2,3.15E+07,0%-DGlu,0,0.150963533,0.292886682,0.399774973,0.48923679,0.496408154,0.502005756,0.481135332,0.490998364,0.567794206,0.684982664,0.784169589,0.900647984,0.990021658,1,0.975187282,0.882954263,0.752402477,0.619268536,0.459653011,0.317322948,0.211213254,0.114971074,0.06164338,0.034215225,0.010273033,0.0015835,0,0,0,0,0.004853894,0.012291983,0.024503024,0.053926249,0.077674128,0.116709387,0.154978267,0.183305417,0.229193844,0.251154154,0.242769154,0.245091206,0.204380509,0.183209912,0.141842815,0.101868429,0.074576428,0.044395674,0.032042056,0.012883204,0.00594061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002725236,0,0,0.002590313,0,0,0,0,0,0,0,0,0,0,0
PE 32:0,C37H74NO8P,DL_H2O_DGlu_3_pos,H2O_DGlu_3,0.2,3.09E+07,0%-DGlu,0,0.134800816,0.25441386,0.355868983,0.426652683,0.463611844,0.441584855,0.430826961,0.457783394,0.542953761,0.660634286,0.775883548,0.878553444,0.98712122,1,0.973401966,0.866093416,0.740113265,0.59383727,0.446959408,0.320057792,0.192285869,0.124261016,0.062044113,0.023236586,0.010948832,0,0,0,0,0.001136298,0.002934602,0.001464403,0.020400794,0.043833681,0.059365312,0.08632126,0.122821334,0.163692824,0.194800869,0.195440871,0.204698236,0.186156849,0.17150926,0.155532844,0.130462924,0.092703957,0.060868185,0.036668722,0.015187434,0.004292707,0.002143382,0,0.001021212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PE 32:0,C37H74NO8P,DL_H2O_DGlycerol_1_pos,H2O_DGly_1,0.2,1.15E+08,0%-DGly,0,0.001791506,0.001714372,0.003254264,0.005530725,0.02577345,0.04044962,0.090966538,0.138901689,0.235771901,0.391423527,0.56827316,0.756765864,0.913571059,0.998901842,1,0.905980726,0.739753148,0.55029578,0.375329625,0.230873887,0.137611185,0.071838659,0.033625417,0.014906716,0.005425278,0.00139879,0,0,0,6.99E-05,0.000116994,0.000279181,0.0014739,0.002660071,0.003687404,0.005373068,0.00792678,0.009013757,0.009982817,0.012080057,0.013361914,0.012320896,0.010342992,0.009323845,0.007014135,0.004377097,0.003145075,0.002110438,0.001075753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PE 32:0,C37H74NO8P,DL_H2O_DGlycerol_2_pos,H2O_DGly_2,0.2,1.83E+08,0%-DGly,0,0,0.00016525,0,0.001144927,0.020841422,0.033303921,0.08277207,0.121450584,0.210683837,0.353116401,0.528575262,0.715988486,0.875620336,0.985914998,1,0.911079061,0.761707288,0.583259544,0.407833353,0.261112679,0.15364021,0.085155177,0.04349081,0.017878256,0.00614553,0.001815569,7.88E-05,5.11E-05,0,0,6.42E-05,0.000103443,0.000179915,0.000639313,0.002078739,0.001605245,0.003132294,0.003759573,0.004760819,0.005772487,0.005204601,0.005855126,0.00428718,0.002969992,0.002911275,0.002004708,0.000446229,0.00022608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PE 32:0,C37H74NO8P,DL_H2O_DGlycerol_3_pos,H2O_DGly_3,0.2,1.55E+08,0%-DGly,0,0,0,0.00015369,0.001017453,0.01777637,0.031326955,0.073368906,0.116150473,0.20621368,0.345568806,0.525899175,0.72385811,0.889071827,0.991910123,1,0.914718341,0.762017172,0.576761461,0.400350015,0.254495992,0.148185338,0.079370747,0.039130811,0.017475643,0.00497149,0.000803062,0,0,0,0,0,0.000963599,0.000119164,0.000347503,0.000843082,0.001697748,0.002462431,0.003195482,0.003792952,0.005492668,0.00392718,0.004096635,0.003602691,0.002489004,0.001933145,0.000781571,0.001173209,0.00020187,0,0.000120805,0.000571128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PE 32:0,C37H74NO8P,DL_75D2O_Glu_1_pos,75D2O_HGlu_1,0.5,6.51E+07,75%-DGlu,0,0.113601697,0.02681496,0.009210608,0.015610997,0.01286684,0.005319255,0.000533034,0,0.000664313,0.000321865,0.000681534,0.000870158,0.000418173,0.001923453,0.013880019,0.007112598,0.013746732,0.027486854,0.033115116,0.04500668,0.056610371,0.065575198,0.058537335,0.045308799,0.03824925,0.028600784,0.016689103,0.021902691,0.013899529,0.02791365,0.054311306,0.095837875,0.162216712,0.245360974,0.363030997,0.487948735,0.632066068,0.754109176,0.904667464,0.96595701,1,0.998912398,0.930441739,0.798011165,0.657811749,0.516544773,0.373561821,0.255046941,0.154125607,0.093358482,0.050807481,0.021373603,0.007084241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004992506,0.014531679,0.005506362,0,0,0,0,0,0,0,0,0,0,0,0
PE 32:0,C37H74NO8P,DL_75D2O_Glu_2_pos,75D2O_HGlu_2,0.5,1.00E+08,75%-DGlu,0,0.008007756,0.004734948,0.009469841,0.016663743,0.013055241,0.006127535,0.001668189,0,0,0,0,0,0.000560297,0.000671403,0.02475345,0.005676215,0.01016811,0.019570146,0.025927785,0.038991064,0.052457487,0.054308302,0.050869125,0.040024295,0.037221009,0.028352641,0.017722567,0.012753336,0.017985192,0.027311485,0.055589508,0.093370345,0.15270103,0.226109596,0.336903591,0.482911334,0.597046724,0.747702423,0.878470276,0.972742749,1,0.9852252,0.932534849,0.813111416,0.670752495,0.532734818,0.393679762,0.262085626,0.167166408,0.094109727,0.051466904,0.02159779,0.008888392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001357265,0,0,0,0,0,0,0,0,0,0,0
